id,run/V,chi_nsubj|chi_obl:agent
run/fic_1923_4570_cleaned_part551.txt/78,['run/V'],['ice-water/nsubj']
run/fic_1913_3137_cleaned_part308.txt/114,['run/V'],['none/nsubj']
run/fic_1922_16077_cleaned_part93.txt/49,['run/V'],"['jethro/nsubj', 'view/nsubj']"
run/fic_1914_13908_cleaned_part336.txt/29,['run/V'],['thing/nsubj']
run/fic_1917_14019_cleaned_part175.txt/3,['run/V'],['frieda/nsubj']
run/fic_1917_14019_cleaned_part189.txt/41,['run/V'],['margaret/nsubj']
run/fic_1916_14638_cleaned_part420.txt/7,['run/V'],['that/nsubj']
run/fic_1924_16238_cleaned_part201.txt/3,['run/V'],['ralph/nsubj']
run/fic_1929_14119_cleaned_part37.txt/29,['run/V'],['kitty/nsubj']
run/fic_1914_3525_cleaned_part496.txt/64,['run/V'],['that/nsubj']
run/fic_1914_5571_cleaned_part508.txt/11,['run/V'],['philip/nsubj']
run/fic_1922_2484_cleaned_part938.txt/43,['run/V'],['body/nsubj']
run/fic_1920_1396_cleaned_part109.txt/72,['run/V'],['one/nsubj']
run/fic_1919_3089_cleaned_part146.txt/8,['run/V'],['who/nsubj']
run/fic_1912_2560_cleaned_part232.txt/62,['run/V'],['thing/nsubj']
run/fic_1916_3028_cleaned_part1154.txt/29,['run/V'],['mrs.-/nsubj']
run/fic_1912_3410_cleaned_part1145.txt/45,['run/V'],['who/nsubj']
run/fic_1912_2560_cleaned_part266.txt/183,['run/V'],['who/nsubj']
run/fic_1922_16077_cleaned_part155.txt/76,['run/V'],['which/nsubj']
run/fic_1916_13334_cleaned_part471.txt/27,['run/V'],['mike/nsubj']
run/fic_1914_3525_cleaned_part554.txt/33,['run/V'],['mr.-/nsubj']
run/fic_1911_2633_cleaned_part1176.txt/45,['run/V'],['margaret/nsubj']
run/fic_1919_13939_cleaned_part263.txt/10,['run/V'],['who/nsubj']
run/fic_1912_3410_cleaned_part1182.txt/140,['run/V'],['who/nsubj']
run/fic_1916_13334_cleaned_part490.txt/11,['run/V'],['ridgeway/nsubj']
run/fic_1922_16077_cleaned_part189.txt/110,['run/V'],['bone/nsubj']
run/fic_1922_3436_cleaned_part877.txt/20,['run/V'],['that/nsubj']
run/fic_1920_1396_cleaned_part152.txt/33,['run/V'],['who/nsubj']
run/fic_1922_1553_cleaned_part1167.txt/16,['run/V'],['tongue/nmod:poss']
run/fic_1920_14269_cleaned_part26.txt/5,['run/V'],['that/nsubj']
run/fic_1920_3090_cleaned_part314.txt/10,['run/V'],['capital/nmod:poss']
run/fic_1922_1553_cleaned_part1213.txt/59,['run/V'],['that/nsubj']
run/fic_1920_215_cleaned_part1220.txt/42,['run/V'],['the/nsubj']
run/fic_1919_13939_cleaned_part275.txt/17,['run/V'],['run/nsubj']
run/fic_1922_16077_cleaned_part204.txt/23,['run/V'],['son/nmod:poss']
run/fic_1919_1218_cleaned_part1043.txt/47,['run/V'],['creek/nsubj']
run/fic_1913_7_cleaned_part1051.txt/33,['run/V'],['who/nsubj']
run/fic_1917_2737_cleaned_part1224.txt/3,['run/V'],['lydia/nsubj']
run/fic_1929_14119_cleaned_part169.txt/28,['run/V'],['roy/nsubj']
run/fic_1922_1833_cleaned_part1129.txt/37,['run/V'],['that/nsubj']
run/fic_1917_387_cleaned_part1116.txt/35,['run/V'],['that/nsubj']
run/fic_1924_16238_cleaned_part334.txt/45,['run/V'],['close/compound']
run/fic_1912_2560_cleaned_part363.txt/71,['run/V'],['pet/nsubj']
run/fic_1922_16077_cleaned_part255.txt/23,['run/V'],['dog/nmod:poss']
run/fic_1910_1148_cleaned_part1264.txt/29,['run/V'],['eye/nmod:poss']
run/fic_1918_3560_cleaned_part31.txt/4,['run/V'],['reddy/nsubj']
run/fic_1917_14019_cleaned_part373.txt/7,['run/V'],['william/nsubj']
run/fic_1912_2560_cleaned_part378.txt/108,['run/V'],['that/nsubj']
run/fic_1917_14019_cleaned_part362.txt/57,['run/V'],['fool/nmod:poss']
run/fic_1921_1216_cleaned_part1268.txt/64,['run/V'],['who/nsubj']
run/fic_1924_16238_cleaned_part366.txt/28,['run/V'],['rose/nsubj']
run/fic_1919_1218_cleaned_part1097.txt/49,['run/V'],['miki/nsubj']
run/fic_1922_16077_cleaned_part252.txt/5,['run/V'],['dog/nmod:poss']
run/fic_1922_1553_cleaned_part1290.txt/40,['run/V'],['zachariah/nsubj']
run/fic_1912_2560_cleaned_part383.txt/21,['run/V'],['fear/nsubj']
run/fic_1914_2826_cleaned_part22.txt/13,['run/V'],['which/nsubj']
run/fic_1921_3342_cleaned_part327.txt/13,['run/V'],['quin/nsubj']
run/fic_1921_1216_cleaned_part1276.txt/89,['run/V'],['black/nsubj']
run/fic_1920_215_cleaned_part1278.txt/6,['run/V'],['archer/nsubj']
run/fic_1915_5759_cleaned_part279.txt/24,['run/V'],['thomas/nsubj']
run/fic_1921_2669_cleaned_part1295.txt/18,['run/V'],['account/nmod:poss']
run/fic_1921_3572_cleaned_part5.txt/27,['run/V'],['that/nsubj']
run/fic_1918_3560_cleaned_part92.txt/5,['run/V'],['peter/nsubj']
run/fic_1922_2484_cleaned_part1116.txt/17,['run/V'],['that/nsubj']
run/fic_1914_3525_cleaned_part696.txt/26,['run/V'],['that/nsubj']
run/fic_1921_3815_cleaned_part1322.txt/39,['run/V'],['which/nsubj']
run/fic_1922_16077_cleaned_part320.txt/31,['run/V'],['dame/nsubj']
run/fic_1920_1158_cleaned_part1322.txt/31,['run/V'],['foot/amod']
run/fic_1915_5759_cleaned_part310.txt/34,['run/V'],['which/nsubj']
run/fic_1924_13943_cleaned_part540.txt/39,['run/V'],['nothin/nsubj']
run/fic_1917_2681_cleaned_part737.txt/40,['run/V'],['chapter/nsubj']
run/fic_1924_13943_cleaned_part537.txt/51,['run/V'],['that/nsubj']
run/fic_1911_2633_cleaned_part1336.txt/5,['run/V'],['adam/nsubj']
run/fic_1922_16077_cleaned_part327.txt/53,['run/V'],['peter/nsubj']
run/fic_1920_2636_cleaned_part1339.txt/10,['run/V'],['street/nmod:poss']
run/fic_1918_3560_cleaned_part85.txt/70,['run/V'],['reddy/nsubj']
run/fic_1927_13922_cleaned_part380.txt/3,['run/V'],['campbell/nsubj']
run/fic_1922_2484_cleaned_part1154.txt/69,['run/V'],['crude/amod']
run/fic_1915_5759_cleaned_part327.txt/84,['run/V'],['who/nsubj']
run/fic_1921_5230_cleaned_part10.txt/18,['run/V'],['lang/nsubj']
run/fic_1919_13939_cleaned_part428.txt/3,['run/V'],['sylvia/nsubj']
run/fic_1921_1216_cleaned_part1357.txt/48,['run/V'],['finger/nmod:poss']
run/fic_1911_1151_cleaned_part501.txt/39,['run/V'],['phrase/amod']
run/fic_1917_387_cleaned_part1236.txt/30,['run/V'],['to/nsubj']
run/fic_1922_3436_cleaned_part1038.txt/4,['run/V'],['hoyt/nsubj']
run/fic_1921_1216_cleaned_part1341.txt/24,['run/V'],['who/nsubj']
run/fic_1922_3317_cleaned_part40.txt/16,['run/V'],['who/nsubj']
run/fic_1921_2976_cleaned_part86.txt/44,['run/V'],['mary/nsubj']
run/fic_1912_639_cleaned_part87.txt/8,['run/V'],['all/nsubj']
run/fic_1922_2484_cleaned_part1207.txt/82,['run/V'],['fancy/nmod:poss']
run/fic_1915_5759_cleaned_part356.txt/54,['run/V'],['that/nsubj']
run/fic_1912_639_cleaned_part95.txt/49,['run/V'],['who/nsubj']
run/fic_1922_3317_cleaned_part74.txt/34,['run/V'],['who/nsubj']
run/fic_1916_3191_cleaned_part82.txt/51,['run/V'],['which/nsubj']
run/fic_1920_5739_cleaned_part1368.txt/35,['run/V'],['all/nsubj']
run/fic_1923_14067_cleaned_part198.txt/56,['run/V'],['that/nsubj']
run/fic_1921_3342_cleaned_part403.txt/115,['run/V'],['quin/nsubj']
run/fic_1911_5835_cleaned_part21.txt/25,['run/V'],['father/nmod:poss']
run/fic_1918_3560_cleaned_part168.txt/20,['run/V'],['folk/amod']
run/fic_1918_3560_cleaned_part168.txt/41,['run/V'],['who/nsubj']
run/fic_1921_2976_cleaned_part113.txt/8,['run/V'],['one/nsubj']
run/fic_1921_5302_cleaned_part85.txt/28,['run/V'],['leslie/nsubj']
run/fic_1921_5302_cleaned_part87.txt/17,['run/V'],['leslie/nsubj']
run/fic_1921_5302_cleaned_part87.txt/50,['run/V'],['joseph/nsubj']
run/fic_1911_1816_cleaned_part450.txt/37,['run/V'],['praise/nsubj']
run/fic_1921_1256_cleaned_part666.txt/36,['run/V'],['talk/nmod:poss']
run/fic_1920_1396_cleaned_part400.txt/16,['run/V'],['three/nsubj']
run/fic_1921_2976_cleaned_part159.txt/23,['run/V'],['vitality/nsubj']
run/fic_1922_1833_cleaned_part1336.txt/23,['run/V'],['mark/nsubj']
run/fic_1919_14253_cleaned_part63.txt/10,['run/V'],['clara/nsubj']
run/fic_1920_3090_cleaned_part509.txt/16,['run/V'],['all/nsubj']
run/fic_1921_3264_cleaned_part250.txt/60,['run/V'],['janko/nsubj']
run/fic_1918_3560_cleaned_part213.txt/37,['run/V'],['politeness/nsubj']
run/fic_1925_14194_cleaned_part105.txt/3,['run/V'],['blue-gum/nsubj']
run/fic_1920_5739_cleaned_part1447.txt/44,['run/V'],['who/nsubj']
run/fic_1920_3090_cleaned_part559.txt/16,['run/V'],['barbee/nsubj']
run/fic_1921_5230_cleaned_part139.txt/37,['run/V'],['gregory/nsubj']
run/fic_1917_387_cleaned_part1354.txt/5,['run/V'],['jimmie/nsubj']
run/fic_1911_3113_cleaned_part256.txt/9,['run/V'],['another/nsubj']
run/fic_1920_1396_cleaned_part442.txt/43,['run/V'],['who/nsubj']
run/fic_1911_1816_cleaned_part462.txt/48,['run/V'],['that/nsubj']
run/fic_1921_2976_cleaned_part201.txt/24,['run/V'],['one/nsubj']
run/fic_1919_13939_cleaned_part554.txt/40,['run/V'],['sylvia/nsubj']
run/fic_1922_3657_cleaned_part2.txt/4,['run/V'],['answer/nmod:poss']
run/fic_1922_2524_cleaned_part1460.txt/38,['run/V'],['which/nsubj']
run/fic_1917_387_cleaned_part1360.txt/82,['run/V'],['any/nsubj']
run/fic_1919_3089_cleaned_part507.txt/4,['run/V'],['lee/nsubj']
run/fic_1921_2976_cleaned_part205.txt/37,['run/V'],['doris/nsubj']
run/fic_1922_2524_cleaned_part1485.txt/48,['run/V'],['mother/nmod:poss']
run/fic_1912_639_cleaned_part193.txt/65,['run/V'],['that/nsubj']
run/fic_1916_3612_cleaned_part117.txt/47,['run/V'],['chapter/nsubj']
run/fic_1912_3410_cleaned_part1509.txt/94,['run/V'],['man/nsubj']
run/fic_1929_13332_cleaned_part138.txt/30,['run/V'],['that/nsubj']
run/fic_1919_3089_cleaned_part516.txt/33,['run/V'],['judith/nsubj']
run/fic_1915_5759_cleaned_part492.txt/42,['run/V'],['wire/amod']
run/fic_1927_14376_cleaned_part56.txt/9,['run/V'],['that/nsubj']
run/fic_1921_5230_cleaned_part205.txt/9,['run/V'],['gregory/nsubj']
run/fic_1920_3375_cleaned_part27.txt/4,['run/V'],['splash/nsubj']
run/fic_1912_639_cleaned_part225.txt/6,['run/V'],['man/amod']
run/fic_1921_5302_cleaned_part210.txt/3,['run/V'],['leslie/nsubj']
run/fic_1920_3375_cleaned_part46.txt/5,['run/V'],['splash/nsubj']
run/fic_1922_2156_cleaned_part8.txt/64,['run/V'],['that/nsubj']
run/fic_1913_4403_cleaned_part84.txt/34,['run/V'],['that/nsubj']
run/fic_1911_3371_cleaned_part28.txt/49,['run/V'],['el/nsubj']
run/fic_1921_3815_cleaned_part1560.txt/46,['run/V'],['that/nsubj']
run/fic_1921_3572_cleaned_part272.txt/78,['run/V'],['daddy/nsubj']
run/fic_1911_1816_cleaned_part609.txt/5,['run/V'],['which/nsubj']
run/fic_1921_2976_cleaned_part292.txt/73,['run/V'],['kind/det']
run/fic_1920_3375_cleaned_part65.txt/57,['run/V'],['sue/nsubj']
run/fic_1916_2948_cleaned_part71.txt/85,['run/V'],['vein/nmod:poss']
run/fic_1922_2327_cleaned_part86.txt/36,['run/V'],['that/nsubj']
run/fic_1922_1547_cleaned_part837.txt/12,['run/V'],['noddy/nsubj']
run/fic_1912_3410_cleaned_part1562.txt/69,['run/V'],['what/nsubj']
run/fic_1922_1547_cleaned_part827.txt/49,['run/V'],['anne/nsubj']
run/fic_1914_2615_cleaned_part872.txt/48,['run/V'],['who/nsubj']
run/fic_1914_13914_cleaned_part44.txt/65,['run/V'],['father/nmod:poss']
run/fic_1927_13922_cleaned_part654.txt/39,['run/V'],['rhoda/nsubj']
run/fic_1918_4264_cleaned_part404.txt/38,['run/V'],['glance/nmod:poss']
run/fic_1921_316_cleaned_part583.txt/52,['run/V'],['martin/nsubj']
run/fic_1922_1547_cleaned_part823.txt/3,['run/V'],['barbara/nsubj']
run/fic_1922_3436_cleaned_part1263.txt/88,['run/V'],['who/nsubj']
run/fic_1921_2669_cleaned_part1580.txt/31,['run/V'],['mary/nsubj']
run/fic_1922_5521_cleaned_part20.txt/31,['run/V'],['marian/nsubj']
run/fic_1921_483_cleaned_part401.txt/21,['run/V'],['that/nsubj']
run/fic_1916_13148_cleaned_part149.txt/34,['run/V'],['everybody/nsubj']
run/fic_1916_3612_cleaned_part219.txt/57,['run/V'],['cap/nsubj']
run/fic_1922_4196_cleaned_part158.txt/4,['run/V'],['jake/nsubj']
run/fic_1918_4264_cleaned_part389.txt/11,['run/V'],['terry/nsubj']
run/fic_1921_5230_cleaned_part286.txt/3,['run/V'],['barnes/nsubj']
run/fic_1919_13939_cleaned_part672.txt/51,['run/V'],['sylvia/nsubj']
run/fic_1921_3572_cleaned_part320.txt/67,['run/V'],['that/nsubj']
run/fic_1911_5835_cleaned_part242.txt/13,['run/V'],['who/nsubj']
run/fic_1919_3089_cleaned_part628.txt/52,['run/V'],['pollock/nsubj']
run/fic_1921_5302_cleaned_part294.txt/82,['run/V'],['man/nsubj']
run/fic_1921_3835_cleaned_part1559.txt/62,['run/V'],['wife/nmod:poss']
run/fic_1922_1836_cleaned_part76.txt/24,['run/V'],['everything/nsubj']
run/fic_1921_483_cleaned_part403.txt/68,['run/V'],['smoky/nsubj']
run/fic_1922_2995_cleaned_part775.txt/9,['run/V'],['chapter/nsubj']
run/fic_1916_2948_cleaned_part43.txt/12,['run/V'],['anita/nsubj']
run/fic_1913_5228_cleaned_part177.txt/38,['run/V'],['that/nsubj']
run/fic_1920_3419_cleaned_part88.txt/101,['run/V'],['anna/nsubj']
run/fic_1922_2327_cleaned_part59.txt/80,['run/V'],['betty/nsubj']
run/fic_1920_3090_cleaned_part719.txt/40,['run/V'],['guy/nsubj']
run/fic_1920_1396_cleaned_part596.txt/33,['run/V'],['servant/nmod:poss']
run/fic_1922_3477_cleaned_part226.txt/26,['run/V'],['shirley/nsubj']
run/fic_1922_4266_cleaned_part142.txt/39,['run/V'],['that/nsubj']
run/fic_1916_3504_cleaned_part435.txt/6,['run/V'],['georgiana/nsubj']
run/fic_1928_13597_cleaned_part227.txt/3,['run/V'],['mug/nsubj']
run/fic_1913_4403_cleaned_part1454.txt/3,['run/V'],['hereabouts/nsubj']
run/fic_1917_2997_cleaned_part34.txt/66,['run/V'],['gaily/nsubj']
run/fic_1922_2484_cleaned_part1463.txt/61,['run/V'],['that/nsubj']
run/fic_1921_2541_cleaned_part450.txt/12,['run/V'],['auto/nmod:poss']
run/fic_1916_13148_cleaned_part106.txt/34,['run/V'],['eloise/nsubj']
run/fic_1916_2948_cleaned_part11.txt/73,['run/V'],['anita/nsubj']
run/fic_1920_1800_cleaned_part221.txt/11,['run/V'],['who/nsubj']
run/fic_1918_1792_cleaned_part70.txt/35,['run/V'],['jan/nsubj']
run/fic_1920_3375_cleaned_part145.txt/20,['run/V'],['splash/nsubj']
run/fic_1922_1547_cleaned_part772.txt/3,['run/V'],['eleanor/nsubj']
run/fic_1912_3558_cleaned_part100.txt/41,['run/V'],['carpenter/nmod:poss']
run/fic_1922_2995_cleaned_part753.txt/29,['run/V'],['much/advmod']
run/fic_1919_3153_cleaned_part132.txt/10,['run/V'],['somebody/nsubj']
run/fic_1922_1547_cleaned_part774.txt/22,['run/V'],['eleanor/nsubj']
run/fic_1915_3120_cleaned_part241.txt/23,['run/V'],['betty/nsubj']
run/fic_1923_4570_cleaned_part1138.txt/6,['run/V'],['one/det']
run/fic_1913_4403_cleaned_part192.txt/53,['run/V'],['river/nmod:poss']
run/fic_1913_4403_cleaned_part193.txt/79,['run/V'],['who/nsubj']
run/fic_1912_639_cleaned_part358.txt/33,['run/V'],['who/nsubj']
run/fic_1911_1816_cleaned_part693.txt/27,['run/V'],['which/nsubj']
run/fic_1913_4403_cleaned_part195.txt/87,['run/V'],['stream/nmod:poss']
run/fic_1920_3375_cleaned_part164.txt/30,['run/V'],['that/nsubj']
run/fic_1921_14406_cleaned_part147.txt/31,['run/V'],['lem/nsubj']
run/fic_1911_2906_cleaned_part90.txt/109,['run/V'],['mind/amod']
run/fic_1922_2484_cleaned_part1489.txt/5,['run/V'],['that/nsubj']
run/fic_1924_2687_cleaned_part824.txt/3,['run/V'],['slade/nsubj']
run/fic_1920_3375_cleaned_part170.txt/20,['run/V'],['some/nsubj']
run/fic_1920_2636_cleaned_part1682.txt/34,['run/V'],['journey/nmod:poss']
run/fic_1921_2541_cleaned_part422.txt/104,['run/V'],['who/nsubj']
run/fic_1913_14211_cleaned_part305.txt/26,['run/V'],['wife/nmod:poss']
run/fic_1920_5734_cleaned_part171.txt/31,['run/V'],['whetstone/nsubj']
run/fic_1920_5734_cleaned_part165.txt/109,['run/V'],['neck/nsubj']
run/fic_1920_3765_cleaned_part116.txt/64,['run/V'],['that/nsubj']
run/fic_1921_483_cleaned_part340.txt/10,['run/V'],['that/nsubj']
run/fic_1917_387_cleaned_part1561.txt/44,['run/V'],['hand/nmod:poss']
run/fic_1921_316_cleaned_part498.txt/155,['run/V'],['what/nsubj']
run/fic_1916_13148_cleaned_part69.txt/17,['run/V'],['eloise/nsubj']
run/fic_1910_1487_cleaned_part528.txt/72,['run/V'],['who/nsubj']
run/fic_1922_3657_cleaned_part213.txt/55,['run/V'],['who/nsubj']
run/fic_1920_550_cleaned_part262.txt/51,['run/V'],['which/nsubj']
run/fic_1911_2906_cleaned_part65.txt/75,['run/V'],['thing/nsubj']
run/fic_1920_5734_cleaned_part145.txt/66,['run/V'],['who/nsubj']
run/fic_1920_3375_cleaned_part178.txt/30,['run/V'],['which/nsubj']
run/fic_1918_3785_cleaned_part579.txt/66,['run/V'],['mrs.-/nsubj']
run/fic_1921_2541_cleaned_part405.txt/52,['run/V'],['that/nsubj']
run/fic_1920_1800_cleaned_part173.txt/20,['run/V'],['bob/nsubj']
run/fic_1921_14406_cleaned_part106.txt/43,['run/V'],['mary/nsubj']
run/fic_1922_4196_cleaned_part1414.txt/3,['run/V'],['eve/nsubj']
run/fic_1915_5759_cleaned_part674.txt/132,['run/V'],['that/nsubj']
run/fic_1917_387_cleaned_part1575.txt/74,['run/V'],['finger/nsubj']
run/fic_1913_5228_cleaned_part98.txt/48,['run/V'],['sister/nmod:poss']
run/fic_1920_1155_cleaned_part187.txt/12,['run/V'],['duty/nsubj']
run/fic_1917_13919_cleaned_part1152.txt/8,['run/V'],['that/nsubj']
run/fic_1920_3526_cleaned_part244.txt/7,['run/V'],['ted/nsubj']
run/fic_1922_5357_cleaned_part347.txt/39,['run/V'],['fire/nsubj']
run/fic_1918_3785_cleaned_part553.txt/33,['run/V'],['polly/nsubj']
run/fic_1923_14067_cleaned_part521.txt/36,['run/V'],['rufe/nsubj']
run/fic_1922_2484_cleaned_part1521.txt/158,['run/V'],['who/nsubj']
run/fic_1922_2995_cleaned_part687.txt/19,['run/V'],['who/nsubj']
run/fic_1921_2541_cleaned_part376.txt/46,['run/V'],['who/nsubj']
run/fic_1911_5835_cleaned_part1478.txt/47,['run/V'],['eye/nmod:poss']
run/fic_1912_639_cleaned_part396.txt/84,['run/V'],['two/nsubj']
run/fic_1920_3375_cleaned_part204.txt/19,['run/V'],['bunny/nsubj']
run/fic_1912_2727_cleaned_part14.txt/63,['run/V'],['which/nsubj']
run/fic_1913_14211_cleaned_part248.txt/5,['run/V'],['r.-he/nsubj']
run/fic_1922_4266_cleaned_part39.txt/73,['run/V'],['that/nsubj']
run/fic_1922_1836_cleaned_part188.txt/56,['run/V'],['who/nsubj']
run/fic_1921_3572_cleaned_part420.txt/70,['run/V'],['teddy/nsubj']
run/fic_1919_13939_cleaned_part765.txt/32,['run/V'],['father/nmod:poss']
run/fic_1920_3375_cleaned_part221.txt/48,['run/V'],['that/nsubj']
run/fic_1918_1489_cleaned_part2.txt/67,['run/V'],['some/nsubj']
run/fic_1921_305_cleaned_part465.txt/10,['run/V'],['linda/nsubj']
run/fic_1916_3028_cleaned_part2759.txt/20,['run/V'],['who/nsubj']
run/fic_1913_14211_cleaned_part170.txt/25,['run/V'],['wife/nmod:poss']
run/fic_1924_13943_cleaned_part936.txt/3,['run/V'],['clara/nsubj']
run/fic_1915_5759_cleaned_part716.txt/6,['run/V'],['policy/nmod:poss']
run/fic_1921_483_cleaned_part184.txt/56,['run/V'],['buddy/nsubj']
run/fic_1919_3313_cleaned_part161.txt/58,['run/V'],['which/nsubj']
run/fic_1912_3459_cleaned_part602.txt/60,['run/V'],['which/nsubj']
run/fic_1918_1489_cleaned_part8.txt/26,['run/V'],['that/nsubj']
run/fic_1917_1415_cleaned_part125.txt/17,['run/V'],['people/nsubj']
run/fic_1922_2297_cleaned_part707.txt/44,['run/V'],['doug/nsubj']
run/fic_1917_387_cleaned_part2599.txt/4,['run/V'],['mind/nmod:poss']
run/fic_1913_14211_cleaned_part125.txt/48,['run/V'],['q.-to/nsubj']
run/fic_1920_3375_cleaned_part239.txt/63,['run/V'],['sue/nsubj']
run/fic_1920_3526_cleaned_part81.txt/60,['run/V'],['sam/nsubj']
run/fic_1922_2995_cleaned_part551.txt/29,['run/V'],['who/nsubj']
run/fic_1922_2297_cleaned_part682.txt/46,['run/V'],['dog/nmod:poss']
run/fic_1916_3504_cleaned_part211.txt/40,['run/V'],['which/nsubj']
run/fic_1921_4627_cleaned_part770.txt/29,['run/V'],['that/nsubj']
run/fic_1921_5302_cleaned_part1368.txt/51,['run/V'],['norma/nsubj']
run/fic_1922_2995_cleaned_part556.txt/69,['run/V'],['some/nsubj']
run/fic_1911_5835_cleaned_part1331.txt/17,['run/V'],['blood/nmod:poss']
run/fic_1916_3504_cleaned_part194.txt/3,['run/V'],['georgiana/nsubj']
run/fic_1916_3504_cleaned_part183.txt/40,['run/V'],['which/nsubj']
run/fic_1920_3526_cleaned_part92.txt/73,['run/V'],['that/nsubj']
run/fic_1914_2483_cleaned_part690.txt/66,['run/V'],['trooper/nmod:poss']
run/fic_1919_3089_cleaned_part769.txt/29,['run/V'],['foot/nmod:poss']
run/fic_1911_13924_cleaned_part608.txt/14,['run/V'],['people/nmod:poss']
run/fic_1921_721_cleaned_part434.txt/13,['run/V'],['opponent/nmod:poss']
run/fic_1921_5230_cleaned_part1346.txt/38,['run/V'],['that/nsubj']
run/fic_1912_1582_cleaned_part804.txt/26,['run/V'],['that/nsubj']
run/fic_1913_4403_cleaned_part293.txt/36,['run/V'],['dam/nmod:poss']
run/fic_1910_3502_cleaned_part673.txt/25,['run/V'],['who/nsubj']
run/fic_1928_3528_cleaned_part253.txt/40,['run/V'],['mister/nsubj']
run/fic_1913_13915_cleaned_part62.txt/34,['run/V'],['cigar/compound']
run/fic_1917_2681_cleaned_part1190.txt/51,['run/V'],['father/nsubj']
run/fic_1921_1256_cleaned_part1889.txt/3,['run/V'],['lulie/nsubj']
run/fic_1917_1415_cleaned_part42.txt/84,['run/V'],['eye/nmod:poss']
run/fic_1914_2483_cleaned_part640.txt/44,['run/V'],['morrison/nsubj']
run/fic_1910_756_cleaned_part7.txt/6,['run/V'],['burn/nsubj']
run/fic_1922_4196_cleaned_part312.txt/17,['run/V'],['eve/nsubj']
run/fic_1922_2995_cleaned_part477.txt/57,['run/V'],['splash/nsubj']
run/fic_1918_3785_cleaned_part337.txt/169,['run/V'],['who/nsubj']
run/fic_1919_3313_cleaned_part60.txt/38,['run/V'],['blood/amod']
run/fic_1922_2995_cleaned_part456.txt/52,['run/V'],['bunny/nsubj']
run/fic_1921_5230_cleaned_part1302.txt/4,['run/V'],['tuna/compound']
run/fic_1920_3319_cleaned_part954.txt/3,['run/V'],['enjoyment/nsubj']
run/fic_1912_5462_cleaned_part1625.txt/49,['run/V'],['billy/nsubj']
run/fic_1921_3572_cleaned_part487.txt/75,['run/V'],['animal/nsubj']
run/fic_1922_2297_cleaned_part575.txt/25,['run/V'],['blood/nsubj']
run/fic_1913_481_cleaned_part606.txt/3,['run/V'],['rodman/nsubj']
run/fic_1921_3835_cleaned_part1222.txt/29,['run/V'],['dream/nmod:poss']
run/fic_1913_4403_cleaned_part314.txt/4,['run/V'],['who/nsubj']
run/fic_1913_4403_cleaned_part314.txt/56,['run/V'],['who/nsubj']
run/fic_1920_3375_cleaned_part274.txt/70,['run/V'],['that/nsubj']
run/fic_1920_1396_cleaned_part1579.txt/46,['run/V'],['fred/nsubj']
run/fic_1921_2976_cleaned_part1311.txt/9,['run/V'],['mrs.-/nsubj']
run/fic_1920_1155_cleaned_part1082.txt/35,['run/V'],['line/nmod:poss']
run/fic_1922_1547_cleaned_part447.txt/27,['run/V'],['sary/nsubj']
run/fic_1921_3572_cleaned_part497.txt/38,['run/V'],['one/nsubj']
run/fic_1920_2600_cleaned_part857.txt/40,['run/V'],['doctor/nsubj']
run/fic_1920_2600_cleaned_part858.txt/48,['run/V'],['t/nsubj']
run/fic_1917_13919_cleaned_part856.txt/10,['run/V'],['who/nsubj']
run/fic_1921_3572_cleaned_part500.txt/23,['run/V'],['shorty/nsubj']
